Observer,HM4.Order,HM4.Family,HM4.Latin.name,HM4.Common.name,HM4.Subspecies,Site,State.Province,County.District,Country,Captivity.details,Song_source,Catalog_number,Song_Locality,Signal_Type,No_notes_in_call_bout.song,No_of_Note_Types,IntraIndiv_variation,Single.Note.Number.Of.Notes,Single.Note.Duration.Of.Songs,Single.Note.Song.Pace,Note count the same as number of notes in song?,Edited by,Remarks,Note_Min_Freq_Average,Note_Min_Freq_Variance,Note.Max.Freq.Average,Note.Max.Freq.Variance,Note_Length_Average,Note_Length_Variance,Note_Bandwidth_Average,Note.Bandwidth.Variance,Note_Peak_Freq_Average,Note.Peak.Freq.Variance,Song_Peak_Freq,Song_Min_Freq,Song_Max_Freq,Duration.1st.note,Max.Freq.1st.note,Song.Bandwidth,Note.Count,Song.Duration,Duration.middle.note,Max.freq.middle.note,Duration.Final.Note,Max.Freq.Final.Note,Duration.longest.note,Note_Slope_Average,Note.Slope.Variance,Max.Note.Slope,Pause.Length.Average,Pause.Length.Variance,Note.Slope.first.note,Note.Slope.middle.note,Note.Slope.final.note,Duration.longest.pause,Pace1,Pace2,Pace3,Pace_Change_1,Pace_Change_2,Note_Rate,Freq_Change_1,Freq_Change_2,Dur_change_1,Dur_Change_2,Note_Slope_Ch1,Note_Slope_Ch2,Note_5._Freq,Note_95._Freq,Song_Min_Freq_5,Song_Max_Freq_95,Song.Freq.5..Variance,Song.Freq.95..Variance,Note_Bandwidth_90,Note.Bandwidth.90..Variance,Song_Bandwidth2,Note_Slope_2_Average,Note.Slope.2.Variance,Note_Slope_2_Max,X95..Freq1,X95..Freq2,X95..Freq3,X90..Bandwidth1,X90..Bandwidth2,X90..Bandwidth3,Peak.Freq1,Peak.Freq2,Peak.Freq3,Note.Slope1,Note.Slope2,Note.Slope3,Max.Power1,Max.Power2,Max.Power3
CA,Passeriformes,Campephagidae,Edolisoma coerulescens,Blackish Cicadabird,coerulescens,"Sierra Madre, W slope, Barrio Via, Sitio Hot Springs, Baggao Municipality",Luzon,Cagayan,Philippines,,XC,XC194199,"Subic Bay, Morong, Bataan, Central Luzon",Song,21,8,,,,,Y,,,2410.35,273866.06,6107.23,761538.22,0.15,0.00,3696.88,347389.88,4085.15,695499.13,4780.40,1579.10,7263.90,0.20,5799.60,5684.80,21.00,6.16,0.17,6287.70,0.17,4737.30,0.23,30016.03,341007470.90,78825.45,0.15,0.01,16014.57,24438.69,18089.60,0.43,4.59,4.27,2.44,0.93,0.57,3.41,1.08,0.75,0.84,1.03,1.53,0.74,3158.19,5459.18,2584.00,6890.60,140137.20,731283.82,2300.98,569941.96,4306.60,19756.37,219815040.30,57943.64,6158.49,5629.40,4589.64,3033.10,2331.74,1538.09,4355.86,4263.57,3636.03,32549.17,18562.06,8157.87,91.93,98.13,102.46
CA,Passeriformes,Campephagidae,Edolisoma coerulescens,Blackish Cicadabird,coerulescens,"Sierra Madre, W slope, Barrio Via, Sitio Hot Springs, Baggao Municipality",Luzon,Cagayan,Philippines,,XC,XC57584,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Song,24,6,,,,,Y,,,2742.37,361611.20,5546.96,428098.26,0.11,0.00,2804.60,482430.41,3935.18,212485.54,3789.80,1722.30,6644.20,0.22,5736.20,4921.90,24.00,4.46,0.12,5831.80,0.15,4502.30,0.22,30691.06,429642086.80,96814.29,0.07,0.00,15028.57,19717.80,9405.30,0.29,4.68,6.97,5.54,1.49,0.80,5.38,1.02,0.77,0.53,1.28,1.31,0.48,3375.32,4848.56,2670.10,5770.90,141393.34,396119.68,1473.23,331228.55,3100.80,16650.37,218722685.60,65214.29,5124.90,5221.80,4198.98,1658.06,1679.59,1082.04,4145.13,4059.00,3601.41,19985.58,20413.62,9551.90,101.59,103.46,106.01
CA,Passeriformes,Campephagidae,Edolisoma coerulescens,Blackish Cicadabird,coerulescens,"Sierra Madre, W slope, Barrio Via, Sitio Hot Springs, Baggao Municipality",Luzon,Cagayan,Philippines,,XC,XC269999,Luzon; Subic Bay,Song,15,8,,,,,Y,,,2812.81,351241.04,5712.65,395631.92,0.14,0.01,2899.83,474273.69,4125.00,603840.16,3703.10,2216.70,6600.30,0.23,5703.70,4383.60,15.00,3.81,0.06,5703.70,0.22,4344.00,0.25,27312.53,241564266.20,59426.32,0.12,0.01,14833.33,59426.32,9713.24,0.45,2.54,8.49,4.72,3.35,0.56,3.93,1.00,0.76,0.25,3.84,4.01,0.16,3209.37,5393.76,2625.00,6234.40,315790.83,383056.50,2184.38,363521.13,3609.40,21140.96,183354864.10,50164.91,5709.38,5662.52,4809.38,2784.38,2193.76,1575.00,3881.24,4659.40,3834.36,14386.18,36766.88,12269.83,91.70,85.48,95.12
CA,Passeriformes,Timaliidae A (elachura),Elachura formosa,Elachura,monotypic,Wuyi Mountain,Jiangxi,,China,,XC,XC157921,"Mishmi Hills, nr Roing town, Arunachal Pradesh, India",Song,19,5,,,,,Y,,,5186.04,96569.50,5473.07,81720.98,0.84,0.05,287.05,1248.54,5348.68,91324.54,5671.90,4731.30,5865.10,0.62,5024.50,1133.80,19.00,17.66,1.01,5395.90,1.23,5337.30,1.23,378.18,19990.91,742.28,0.10,0.01,476.75,270.72,270.16,0.31,1.08,1.22,0.98,1.13,0.81,1.08,1.07,0.99,1.64,1.22,0.57,1.00,5287.01,5400.49,4875.00,5812.50,80856.95,91956.56,113.51,765.24,937.50,144.64,2158.97,246.23,5328.13,5476.55,5397.31,117.20,101.60,120.56,5273.43,5445.32,5330.36,145.06,162.26,129.19,105.98,107.18,106.86
CA,Passeriformes,Timaliidae A (elachura),Elachura formosa,Elachura,monotypic,Wuyi Mountain,Jiangxi,,China,,XC,XC80048 ,"Eaglenest Wildlife Sanctuary, Arunachal Pradesh, India",Song,25,4,,,,,Y,,,5529.80,45639.97,5785.83,33849.89,0.40,0.03,256.05,1762.70,5662.38,37851.71,5900.10,5209.50,6006.50,0.43,6006.50,797.00,25.00,12.96,0.16,5558.20,0.78,5670.30,0.78,825.02,233019.74,2185.09,0.13,0.01,552.80,2062.42,349.49,0.26,2.05,2.18,1.77,1.06,0.81,1.93,0.93,1.02,0.37,4.99,3.73,0.17,5626.20,5708.88,5340.20,5943.20,36634.23,36217.43,82.66,284.38,603.00,264.26,26238.50,755.26,5717.06,5700.90,5708.69,91.49,80.73,76.54,5663.24,5657.86,5665.63,311.91,302.21,188.18,94.71,94.36,93.66
CA,Passeriformes,Timaliidae A (elachura),Elachura formosa,Elachura,monotypic,Wuyi Mountain,Jiangxi,,China,,XC,XC183105,"Emei Feng, Fujian",Song,35,8,,,,,Y,,,5144.44,23232.22,5362.38,28162.28,0.16,0.01,217.94,1279.95,5249.99,20210.16,5390.60,4929.00,5564.10,0.16,5564.10,635.10,35.00,11.07,0.18,5526.80,0.46,5539.20,0.51,1815.66,697294.36,5024.56,0.16,0.02,1594.51,1329.21,655.48,0.58,2.69,3.29,2.72,1.23,0.83,25.20,0.99,1.00,1.09,2.56,0.83,0.49,5212.52,5306.24,5062.50,5484.40,20130.80,23208.94,93.79,438.98,421.90,785.90,141476.56,1645.61,5306.24,5306.24,5334.36,103.16,93.79,93.80,5259.34,5249.99,5287.48,608.81,785.90,821.44,105.92,108.15,108.52
CA,Passeriformes,Timaliidae A (elachura),Elachura formosa,Elachura,monotypic,Wuyi Mountain,Jiangxi,,China,,XC,XC78395,"Sanqing Shan, Jiangxi",Song,50,7,,,,,Y,,,5144.09,33177.51,5462.82,41672.02,0.15,0.00,318.73,1650.90,5362.51,37002.98,5484.40,4707.60,5905.40,0.10,5296.40,1197.80,50.00,10.20,0.16,5479.10,0.18,5489.20,0.23,2473.97,1010927.27,4669.00,0.19,0.03,1726.00,2104.27,1882.02,0.51,4.22,3.15,4.41,0.75,1.40,27.34,1.03,1.00,1.64,1.09,1.22,0.89,5268.75,5409.39,5015.60,5812.50,25582.27,39198.66,140.64,2195.86,796.90,1061.31,225454.14,2196.88,5353.14,5409.39,5596.86,103.16,140.64,159.36,5315.64,5362.51,5521.88,924.00,1061.31,1129.87,102.76,102.16,102.24
YZ,Passeriformes,Timaliidae A (elachura),Elachura formosa,Elachura,monotypic,Wuyi Mountain,Jiangxi,,China,,XC,XC487270,"Xianning, Hubei",Song,43,2,,,,,Y,,,5495.40,30341.06,5623.97,32033.82,0.08,0.00,128.64,69.19,5559.88,33548.42,5297.20,5236.70,5858.20,0.07,5842.90,621.50,43.00,8.68,0.10,5765.70,0.09,5409.40,0.17,2072.27,1035906.78,4109.68,0.18,0.03,1651.35,1363.64,1838.30,0.49,3.83,4.18,12.02,1.09,2.87,4.96,0.99,0.94,1.34,0.95,0.83,1.35,5534.06,5602.92,5254.10,5814.00,32737.27,33554.10,68.90,443.76,559.90,1120.83,435509.87,2609.09,5805.38,5602.92,5409.14,86.12,68.90,94.72,5762.28,5559.88,5357.46,1112.13,1120.83,1464.66,77.64,78.78,79.68
YZ,Passeriformes,Timaliidae A (elachura),Elachura formosa,Elachura,monotypic,Wuyi Mountain,Jiangxi,,China,,XC,XC500776,Emei Feng summit,Song,66,4,,,,,Y,,,5161.57,26835.60,5547.40,14877.31,0.07,0.00,385.83,6175.18,5348.42,22615.89,5531.20,4856.30,5754.80,0.04,5698.60,898.50,66.00,12.67,0.09,5622.70,0.15,5239.50,0.15,6694.01,9281936.60,12065.22,0.12,0.01,6607.14,4708.05,2537.75,0.31,6.00,5.68,9.38,0.95,1.65,5.21,0.99,0.93,2.07,1.74,0.71,0.54,5301.56,5399.99,5015.60,5671.90,22608.01,24523.08,98.48,197.12,656.30,1868.74,1980084.73,5858.33,5625.00,5399.99,5156.22,112.54,98.48,103.16,5568.72,5348.42,5109.40,2492.02,1868.74,1655.17,106.28,110.41,111.12
CA,Passeriformes,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,fucata,"Iwakuni, Marine Corps Air Station Iwakuni",Yamaguchi Prefecture,,Japan,,XC,XC284962,"Erimo-chō, Hokkaidō",Song,17,14,,,,,Y,,,4296.69,2363727.44,5922.38,2127076.02,0.07,0.00,1625.68,601823.92,5219.66,1742026.90,4031.20,2885.90,9339.40,0.11,5938.30,6453.50,17.00,1.88,0.02,4783.30,0.04,4438.50,0.19,33501.58,572301165.90,105191.30,-0.06,0.19,21569.72,48421.74,17497.44,0.14,7.18,10.07,-3.84,1.40,-0.38,9.06,0.81,0.93,0.21,1.70,2.24,0.36,4624.08,5751.84,3515.60,9187.50,2086084.56,2044928.00,1127.75,404684.08,5671.90,22420.93,262216124.30,71330.43,6218.73,5234.40,5812.50,1445.30,1101.57,778.12,5554.70,4710.93,5428.10,20275.42,30057.91,15831.18,81.53,80.77,70.84
CA,Passeriformes,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,fucata,"Iwakuni, Marine Corps Air Station Iwakuni",Yamaguchi Prefecture,,Japan,,XC,XC106827,"Honghe National Nature Reserve, Heilongjiang, China",Song,19,18,,,,,Y,,,3785.04,868279.14,6159.46,1162070.80,0.06,0.00,2374.42,652536.42,4986.02,934489.25,4828.10,2312.70,8807.30,0.03,5385.80,6494.60,19.00,1.57,0.04,6558.00,0.10,4910.60,0.10,46295.73,426062553.40,93569.77,0.03,0.00,36341.18,48741.03,21451.04,0.15,10.17,16.76,11.76,1.65,0.70,12.09,1.22,0.75,1.15,2.46,1.34,0.44,4243.42,5745.90,2625.00,7734.40,848697.26,917170.67,1502.46,338493.32,5109.40,29671.14,223946266.90,60661.76,5601.57,5750.02,5866.09,1648.43,1484.37,1392.84,4695.28,5234.38,5022.33,31040.73,32442.32,26121.91,91.28,92.58,90.06
CA,Passeriformes,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,fucata,"Iwakuni, Marine Corps Air Station Iwakuni",Yamaguchi Prefecture,,Japan,,XC,XC113406,"Honghe National Nature Reserve, Heilongjiang, China",Song,17,16,,,,,Y,,,3635.87,1172956.10,5782.35,2407710.03,0.07,0.00,2146.47,1296625.70,4902.57,1073812.98,4781.20,2231.80,9210.60,0.04,5498.50,6978.80,17.00,1.54,0.11,6352.30,0.13,7800.00,0.13,34659.51,307713696.00,93962.50,0.02,0.00,30933.33,33539.47,27337.21,0.18,11.83,11.86,11.26,1.00,0.95,11.02,1.16,1.23,2.71,1.13,1.08,0.82,4276.66,5310.66,3093.80,7875.00,739444.99,1393526.92,1034.02,339018.74,4781.20,16789.95,119096887.70,48340.63,4796.88,5773.43,5371.88,726.57,1296.88,1087.52,4585.93,5156.23,4978.14,13547.30,17816.02,19449.86,95.80,104.85,95.08
CA,Passeriformes,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,fucata,"Iwakuni, Marine Corps Air Station Iwakuni",Yamaguchi Prefecture,,Japan,,XC,XC365459,"Muraviovka Park, Russian Federation",Song,13,13,,,,,Y,,,3665.12,1888324.14,6141.43,2287792.94,0.08,0.00,2476.30,1311517.03,5084.13,1537955.73,4875.00,2291.40,8592.90,0.12,4831.90,6301.50,13.00,1.39,0.07,7098.40,0.13,3486.90,0.18,42388.40,775343297.10,83616.67,0.03,0.00,7056.67,41150.72,9564.00,0.09,9.55,12.66,8.82,1.33,0.70,9.35,1.47,0.49,0.58,1.81,5.83,0.23,4290.88,5725.97,2437.50,8296.90,1940206.66,1855811.71,1435.10,431176.69,5859.40,23316.46,215628585.70,57397.96,5707.03,5988.30,5531.26,1605.48,1921.88,909.38,5203.13,4769.53,5240.62,25797.50,30918.59,15249.92,82.58,92.50,81.68
CA,Passeriformes,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,fucata,"Iwakuni, Marine Corps Air Station Iwakuni",Yamaguchi Prefecture,,Japan,,XC,XC113407,"Honghe National Nature Reserve, Heilongjiang, China",Song,15,14,,,,,Y,,,3522.71,557959.74,5703.25,1365128.03,0.05,0.00,2180.57,940782.18,4712.51,488932.64,5718.80,2502.30,7868.20,0.04,5493.10,5365.90,15.00,1.21,0.03,4848.00,0.03,3733.80,0.12,46052.26,589591670.20,109290.91,0.03,0.00,25657.50,65486.67,13797.06,0.11,9.47,19.38,14.84,2.05,0.77,12.40,0.88,0.77,0.75,1.13,2.55,0.21,4062.51,5396.88,2953.10,6843.80,393659.12,1139331.97,1334.37,714516.95,3890.70,27708.19,464913681.90,89487.88,4950.00,5971.88,5268.76,1171.88,1387.50,1443.74,4828.14,4931.26,4378.12,16407.63,32320.56,34396.38,96.76,98.58,92.28
CA,Passeriformes,Emberizidae,Emberiza fucata,Chestnut-eared Bunting,fucata,"Iwakuni, Marine Corps Air Station Iwakuni",Yamaguchi Prefecture,,Japan,,XC,XC285724,"Karuizawa fields, Nagano Prefecture",Song,14,11,,,,,Y,,,4798.25,1251260.41,5739.39,1748070.80,0.05,0.00,941.12,165563.38,5315.62,1532720.58,4780.40,3319.90,8052.20,0.04,4889.00,4732.30,14.00,0.98,0.03,6333.60,0.05,4938.80,0.10,25166.60,186643002.00,40233.33,0.03,0.00,13763.16,37361.54,9538.30,0.13,10.89,20.83,16.13,1.91,0.77,14.33,1.30,0.78,0.68,1.81,2.71,0.26,5004.93,5577.11,3531.40,7752.00,1427394.16,1656489.30,572.17,120676.02,4220.60,15109.69,98300295.58,36055.81,5503.88,5064.62,6309.25,594.30,594.32,516.83,5262.72,4754.52,6083.13,14106.10,18031.21,12712.29,93.48,90.94,84.23
CA,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,investigating,,,,,,XC,XC377874 ,,,21,19,,,,,Y,,,4127.20,1776384.91,5822.88,615836.24,0.04,0.00,1695.69,1405098.23,4973.14,936472.41,5857.00,2332.90,7042.90,0.05,5479.70,4710.00,21.00,2.13,0.04,3307.40,0.04,6718.10,0.07,38925.45,594020081.80,108275.76,0.06,0.01,62936.00,16563.16,23202.86,0.30,5.56,18.13,16.32,3.26,0.90,9.85,0.60,2.03,0.76,0.92,0.26,1.40,4513.76,5323.82,2885.40,6632.20,1231153.72,787919.48,810.07,462008.91,3746.80,19080.75,287093091.10,83521.21,4995.69,5272.56,5703.21,1575.01,504.50,350.70,4405.09,4958.79,5555.56,33214.46,13712.38,10315.40,87.40,92.71,87.54
CA,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,investigating,,,,,,XC,XC277952 ,,,19,14,,,,,Y,,,3318.11,454833.63,5182.67,808759.43,0.04,0.00,1864.56,390652.63,4280.43,490113.74,4453.10,2017.70,7215.00,0.03,4271.20,5197.30,19.00,1.77,0.05,5753.30,0.06,7215.00,0.06,43083.11,249203653.70,82333.33,0.05,0.01,42107.41,45288.46,36474.58,0.22,6.34,15.46,19.94,2.44,1.29,10.73,1.35,1.25,1.93,1.13,1.08,0.81,3769.73,4746.72,2531.20,6468.80,467288.42,641575.89,976.96,181843.94,3937.60,22354.66,111519516.60,45572.22,4132.82,4539.07,5450.91,906.23,750.00,1232.13,3843.75,4195.32,4727.69,20950.77,15945.74,29051.34,87.23,96.17,92.00
CA,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,investigating,,,,,,XC,XC364567,,,23,17,,,,,Y,,,4126.96,1216927.29,5023.68,1286118.56,0.03,0.00,896.73,176020.83,4493.89,1262834.24,3843.80,2794.90,8003.80,0.03,3956.30,5208.90,23.00,1.76,0.03,4413.90,0.03,8003.80,0.07,27869.17,190114482.90,69740.74,0.05,0.01,18114.71,41793.75,50446.67,0.27,7.14,21.51,31.11,3.01,1.45,13.04,1.12,1.81,0.94,0.94,2.31,1.21,4304.35,4824.06,2953.10,7593.80,1186080.55,1253377.17,519.70,89974.49,4640.70,16439.22,111900789.40,50348.15,4107.43,4728.53,5752.26,427.74,638.68,488.84,3826.18,4271.49,5511.17,12109.64,20032.80,17280.38,78.30,79.33,72.74
CA,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,investigating,,,,,,XC,XC176636 ,,,10,6,,,,,Y,,,4264.97,362865.44,5961.78,358762.14,0.07,0.00,1696.80,381316.20,5099.06,339120.83,5081.80,3659.20,6874.80,0.06,5783.80,3215.60,10.00,1.63,0.07,5453.60,0.10,6745.60,0.12,26930.44,185146661.60,57134.00,0.10,0.01,36631.03,23049.30,8083.50,0.28,4.59,9.15,9.01,1.99,0.98,6.14,0.94,1.24,1.22,1.45,0.63,0.35,4629.62,5667.55,3789.80,6632.20,310568.66,356175.00,1037.91,266149.50,2842.40,16301.14,99350982.92,38760.00,5397.67,5311.53,6136.98,1320.73,689.03,1087.45,4450.20,5153.60,5544.80,24358.56,13049.97,12696.45,90.87,96.90,94.63
CA,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,investigating,,,,,,XC,XC277989,,,17,14,,,,,Y,,,4205.77,1471162.82,5300.86,833049.72,0.04,0.00,1095.09,383183.86,4767.45,1067524.33,5484.40,2787.00,6888.00,0.04,4492.40,4101.00,17.00,1.53,0.03,6360.10,0.05,6888.00,0.06,28370.63,196286153.00,56516.22,0.05,0.00,41643.59,9515.63,25476.47,0.23,7.14,16.00,23.04,2.24,1.44,11.13,1.42,1.08,0.82,1.59,0.23,2.68,4458.64,5106.61,3000.00,6703.10,1314192.09,957591.99,647.99,187221.70,3703.10,16593.16,86651471.82,34688.00,4359.35,5578.12,5437.50,664.05,617.20,665.66,3945.32,5257.80,5165.60,18360.36,12813.50,19008.10,90.70,91.82,87.54
CA,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,investigating,,,,,,XC,XC164204 ,,,9,9,,,,,Y,,,4293.82,414851.56,5023.73,693452.99,0.09,0.00,729.93,121320.03,4770.80,677497.72,4091.30,3329.10,6147.00,0.08,3927.90,2817.90,9.00,1.30,0.05,5900.40,0.07,6147.00,0.17,13897.98,209106768.30,51578.57,0.06,0.01,5001.23,20430.00,11580.82,0.27,4.05,9.58,16.04,2.37,1.67,6.93,1.50,1.04,0.62,1.46,4.08,0.57,4478.89,4880.84,3402.20,5814.00,543657.01,641740.87,401.96,111702.17,2411.80,8660.12,157434229.80,43067.86,3947.73,5182.30,5512.50,244.03,358.87,602.97,3746.77,5110.57,5455.07,2462.40,5503.91,18014.04,99.03,97.33,92.70
CA,Passeriformes,Eulacestomatidae,Eulacestoma nigropectus,Wattled Ploughbill,monotypic,,,,,,XC,XC279376,"""Ambua Lodge"" area, Southern Highlands Province, Papua New Guinea",Song,2,2,,,,,Y,CA,,2923.45,97.02,3149.80,0.00,0.98,0.50,226.40,96.04,3000.00,0.00,3000.00,2913.60,3149.80,0.27,3149.80,236.20,2.00,2.06,0.27,3149.80,1.69,3149.80,1.69,475.71,112579.68,811.24,0.11,0.00,811.24,811.24,140.18,0.11,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.97,1.00,1.00,1.00,6.31,1.00,0.17,2953.10,3070.35,2953.10,3093.80,0.00,549.90,117.20,547.56,140.70,291.13,55442.38,526.59,3093.80,3046.90,#DIV/0!,140.60,93.80,#DIV/0!,3000.00,3000.00,#DIV/0!,526.59,55.67,#DIV/0!,79.30,90.70,#DIV/0!
CA,Passeriformes,Eulacestomatidae,Eulacestoma nigropectus,Wattled Ploughbill,monotypic,,,,,,XC,XC38308 ,"Ambua Lodge', Southern Highlands, Papua New Guinea",Song,2,2,,,,,Y,CA,,3447.95,40.32,3563.30,0.09,0.66,0.00,115.35,36.60,3509.90,462.25,3488.40,3441.60,3563.60,0.62,3563.00,122.00,2.00,1.34,0.62,3563.00,0.71,3563.60,0.71,175.00,407.25,195.18,0.02,0.00,195.18,195.18,154.82,0.02,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.49,1.00,1.00,1.00,1.14,1.00,0.79,3488.40,3531.40,3488.40,3531.40,0.00,0.00,43.10,0.00,43.00,65.17,16.99,69.29,3531.40,3531.40,#DIV/0!,43.10,43.10,#DIV/0!,3531.40,3488.40,#DIV/0!,69.29,61.05,#DIV/0!,79.30,85.20,#DIV/0!
YZ,Passeriformes,Eulacestomatidae,Eulacestoma nigropectus,Wattled Ploughbill,monotypic,,,,,,XC,XC409270,"Kumul Lodge trail, Papua New Guinea",Song,1,1,,2,10.428,0.191791331,Y,,,3356.20,NA,3602.60,NA,1.45,NA,246.40,NA,3531.40,NA,3531.40,3356.20,3602.60,1.45,3602.60,246.40,1.00,1.45,1.45,3602.60,1.45,3602.60,1.45,169.46,NA,169.46,NA,NA,169.46,169.46,169.46,NA,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,3488.40,3574.50,3488.40,3574.50,NA,NA,86.10,NA,86.10,59.22,NA,59.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YZ,Passeriformes,Eulacestomatidae,Eulacestoma nigropectus,Wattled Ploughbill,monotypic,,,,,,XC,XC204024,"West Papua - road to Mt Habbema c2800-3200m, Indonesia",Song,1,1,,5,40.625,0.123076923,Y,,,3365.20,NA,3524.80,NA,1.61,NA,159.60,NA,3421.90,NA,3421.90,3365.20,3524.80,1.61,3524.80,159.60,1.00,1.61,1.61,3524.80,1.61,3524.80,1.61,98.95,NA,98.95,NA,NA,98.95,98.95,98.95,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,3375.00,3468.80,3375.00,3468.80,NA,NA,93.80,NA,93.80,58.15,NA,58.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YZ,Passeriformes,Eulacestomatidae,Eulacestoma nigropectus,Wattled Ploughbill,monotypic,,,,,,XC,XC156174,"Baliem Valley, Indonesia",Song,1,1,,2,8.003,0.249906285,Y,,,3057.10,NA,3492.30,NA,2.20,NA,435.20,NA,3234.40,NA,3234.40,3057.10,3492.30,2.20,3492.30,435.20,1.00,2.20,2.20,3492.30,2.20,3492.30,2.20,198.09,NA,198.09,NA,NA,198.09,198.09,198.09,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,3140.60,3234.40,3140.60,3234.40,NA,NA,93.80,NA,93.80,42.69,NA,42.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA,Passeriformes,Falcunculidae,Falcunculus frontatus,Eastern Shrike-tit,monotypic,"Otways, Otway State Park, Phillips Track, near Triplet Falls",Victoria,,Australia,,XC,XC382816,"Tomingley Rd, Dryandra Woodland, Western Australia",Song,15,2,,,,,Y,,,1809.93,57391.84,2251.98,151003.12,0.34,0.02,442.05,31157.03,2084.39,45072.46,2109.40,1685.00,3664.50,0.18,2009.90,1979.50,15.00,18.60,0.18,2077.70,0.39,2295.90,0.50,1701.82,3685839.28,8779.28,0.96,0.75,827.72,1475.41,1351.53,3.09,1.43,0.51,1.15,0.36,2.25,0.81,1.03,1.11,0.99,2.14,1.78,0.92,1928.12,2181.25,1828.10,3468.80,50936.00,126531.11,253.13,21031.34,1640.70,1005.20,2047977.68,6334.23,2053.12,2334.38,2156.24,187.50,290.62,281.26,2006.28,2146.90,2099.98,651.10,1713.56,650.93,101.48,102.32,104.98
CA,Passeriformes,Falcunculidae,Falcunculus frontatus,Eastern Shrike-tit,monotypic,"Otways, Otway State Park, Phillips Track, near Triplet Falls",Victoria,,Australia,,XC,XC269693,"Capertee National Park, NSW",Song,9,1,,,,,Y,,,2010.54,1969.01,2505.89,1130.85,0.50,0.00,495.37,3163.13,2322.94,2496.82,2343.80,1942.70,2565.40,0.46,2453.30,622.70,9.00,10.58,0.58,2478.20,0.56,2553.00,0.58,999.37,8177.49,1134.41,0.76,0.00,920.43,841.77,1065.60,0.89,1.05,1.02,0.98,0.98,0.95,0.85,1.01,1.03,1.25,0.97,0.91,1.27,2203.13,2411.44,2109.40,2484.40,5859.38,1031.92,208.32,5911.49,375.00,422.97,25882.34,664.17,2421.87,2406.23,2406.23,203.13,234.37,187.47,2312.50,2328.17,2328.17,448.11,463.71,357.07,100.87,111.60,109.90
CA,Passeriformes,Falcunculidae,Falcunculus frontatus,Eastern Shrike-tit,monotypic,"Otways, Otway State Park, Phillips Track, near Triplet Falls",Victoria,,Australia,,XC,XC286956 ,"Wallangra, New South Wales",Song,20,2,,,,,Y,,,2344.39,161768.24,2833.89,55947.19,0.25,0.02,489.51,33956.60,2603.91,92374.80,2859.40,1870.30,3121.20,0.33,2577.40,1250.90,20.00,9.33,0.16,3103.10,0.13,2994.30,0.46,2193.06,477751.50,3870.79,0.23,0.00,1687.69,2224.54,1908.27,0.35,2.17,2.40,2.19,1.11,0.91,2.14,1.20,0.96,0.49,0.82,1.32,0.86,2470.31,2709.37,2015.60,3000.00,152729.29,68683.76,239.08,18211.47,984.40,936.76,34304.95,1266.67,2691.96,2745.53,2687.48,261.16,214.30,242.22,2558.04,2645.07,2609.40,973.62,881.22,958.56,100.36,111.16,108.93
YZ,Passeriformes,Falcunculidae,Falcunculus frontatus,Eastern Shrike-tit,monotypic,"Otways, Otway State Park, Phillips Track, near Triplet Falls",Victoria,,Australia,,XC,XC460813,"Coorongooba campground, Wollemi NP, New South Wales",Song,7,1,,,,,Y,,,1928.31,547.94,2430.49,1453.41,0.46,0.00,502.17,831.90,2256.70,10943.78,2203.10,1882.60,2484.00,0.43,2445.00,601.40,7.00,8.44,0.46,2452.80,0.45,2366.90,0.52,1092.36,2335.07,1188.02,0.87,0.03,1188.02,1062.85,1071.46,1.27,1.15,1.20,1.01,1.04,0.84,0.83,1.00,0.96,1.07,0.98,0.89,1.01,2055.80,2357.16,2015.60,2437.50,1526.26,2330.07,301.31,1165.23,421.90,655.62,5354.82,755.99,2367.20,2343.75,2359.40,328.10,304.65,281.23,2296.90,2203.15,2265.60,736.18,673.87,589.75,100.30,102.65,106.53
